id,edicao,numero,enunciado,alternativas,area_conhecimento,area,subarea,gabarito,atributo_rag,ehQuestaoProblema,comp_decomposicao,comp_reconhecimento_padroes,comp_abstracao,comp_algoritmos,comp_generalizacao
2011-39,2011,39,"Considere a função desenvolvida na Linguagem C, a seguir.
```
char *Teste (char *s1, const char *s2)
{
  char *aux=s1;
  while (*s1) s1++;
  for (;(*s1 = *s2)!=’\0’;s1++,s2++);
  return aux;
}
```
O seu objetivo é:","['a) Copiar o conteúdo da região de memória referenciada pelo identificador `s1` para a região de memória referenciada pelo identificador `s2`.', 'b) Atribuir o valor `‘\\0’` para todas as posições de memória entre o endereço referenciado pelo identificador `s1` até a região de memória referenciada pelo identificador `s2`.', 'c) Comparar o conteúdo de memória que se inicia na posição referenciada pelo identificador `s1` e ir até a ocorrência de um valor `‘\\0’` com o conteúdo da região de memória referenciada pelo identificador `s2`.', 'd) Substituir os elementos armazenados na região de memória referenciada pelo identificador `s1` pelos elementos armazenados na região de memória referenciada pelo identificador `s2`.', 'e) Copiar os elementos contidos na região de memória referenciada pelo identificador `s2` após os elementos armazenados na região de memória referenciada pelo identificador `s1`.']",Fundamentos da Computação,Técnicas de Programação,Desenvolvimento de algoritmos,E,fundamentos da computacao - tecnicas de programacao - desenvolvimento de algoritmos,True,False,False,False,True,False
2011-42,2011,42,"Ao medir o desempenho de um certo sistema, verificou-se que este passava muito tempo com a CPU ociosa e tinha um alto volume de acessos a disco. 

Assinale a alternativa que apresenta a solução traduzida na melhoria de desempenho desse sistema.","['a) Troca da CPU por uma mais rápida.', 'b) Aumento na capacidade de memória do sistema.', 'c) Aumento na capacidade de armazenamento do disco.', 'd) Uso de memória cache.', 'e) Troca do sistema operacional.']",Fundamentos da Computação,Sistemas Operacionais,Gerenciamento de Dispositivos de Entrada/Saída,B,fundamentos da computacao - sistemas operacionais - gerenciamento de dispositivos de entrada/saida,True,False,False,True,False,False
2011-43,2011,43,"Um usuário digitou o valor 4 na entrada padrão, ao executar o programa em linguagem C++, a seguir.
```
#include <iostream>
using namespace std;
struct N {
  int A; int B;
  N *L;
};
int main()
{
  N *A, *B, *C;
  int n;
  cin >> n;
  for (int i=0; i<n; i++)
  if (!i) {
    C = new N;
    C->A = i;
    C->B = i+1;
    C->L = new N;
    C->L->A = i+1;
    C->L->B = i+1;
    C->L->L = NULL;
  } else {
    A = C;
    B = A->L;
    while (B) {
      if (A->B + B->B <= i) {
        A->L = new N;
        A->L->A = A->A + B->A;
        A->L->B = A->B + B->B;
        A->L->L = B;
      }end while
      A = B;
      B = B->L;
    }
  }
  A = C;
  while (A) {
    cout << A->A << ""/"" << A->B << "" "";
    A = A->L;
  }
}
```
O resultado obtido foi:","['a) 0/1 0/2 0/3 0/4 0/5', 'b) 0/1 1/2 1/3 1/2 0/1', 'c) 0/1 1/3 0/1 1/3 0/1', 'd) 0/1 1/3 1/2 2/3 1/1', 'e) 0/1 1/2 2/3 3/4 4/5']",Fundamentos da Computação,Linguagens de Programação,Paradigmas de Linguagens de Programação,D,fundamentos da computacao - linguagens de programacao - paradigmas de linguagens de programacao,True,True,False,False,True,False
2011-48,2011,48,"Observe a função recursiva a seguir, desenvolvida na linguagem Pascal.
```
function Prova (N : integer) : integer;
begin
  if N = 0 then Prova := 0
  else Prova := N * 2 - 1 + Prova (N - 1);
end;
```
Considerando-se que essa função sempre será chamada com variável `N` contendo inteiros positivos, o seu valor de retorno será:","['a) O fatorial do valor armazenado em `N`.', 'b) O valor armazenado em `N` elevado ao quadrado.', 'c) O somatório dos `N` primeiros números inteiros positivos.', 'd) O somatório dos `N` primeiros números pares positivos.', 'e) 2 elevado ao valor armazenado em `N`.']",Fundamentos da Computação,Algoritmos e Estrutura de Dados,Recursividade: Conceito e Implementação,B,fundamentos da computacao - algoritmos e estrutura de dados - recursividade: conceito e implementacao,True,True,False,False,True,False
2011-50,2011,50,"Seja $G$ um grafo conexo com $n$ vértices. Considere duas rotulações dos vértices de $G$ obtidas por duas buscas em $G$, uma em largura, $l()$, e outra em profundidade, $p()$, ambas iniciadas no vértice $v$. Em cada rotulação, os vértices receberam um número de 1 a $n$, o qual representa a ordem em que foram alcançados na busca em questão. Assim, $l(v) = p(v) = 1$; enquanto $l(x) > 1$ e $p(x) > 1$ para todo vértice $x$ diferente de $v$. Considere dois vértices $u$ e $w$ de $G$ e denote por $d(u, w)$ a distância em $G$ de $u$ até $w$. 

Com base nesses dados, assinale a alternativa correta.","['a) Se $l(u) < l(w)$ e $p(u) < p(w)$, então $d(v, u) < d(v, w)$.', 'b) Se $l(u) < l(w)$ e $p(u) > p(w)$, então $d(v, u) = d(v, w)$.', 'c) Se $l(u) > l(w)$ e $p(u) < p(w)$, então $d(v, u) \\leq d(v, w).$', 'd) Se $l(u) > l(w)$ e $p(u) > p(w)$, então $d(v, u) < d(v, w)$.', 'e) Se $l(u) < l(w)$ e $p(u) > p(w)$, então $d(v, u) \\leq d(v, w)$.']",Fundamentos da Computação,Teoria dos Grafos,Busca em Largura e Profundidade,E,fundamentos da computacao - teoria dos grafos - busca em largura e profundidade,True,False,True,True,True,False
2011-51,2011,51,"Considere a relação a seguir, definida na linguagem SQL padrão.
```
CREATE TABLE EMPREGADO
(     CODIGO NUMBER(4) PRIMARY KEY,
      NOME VARCHAR2(10),
      SALARIO NUMBER(7,2)
)
```
Considere também as consultas (C1, C2, C3 e C4) a seguir, expressas na linguagem SQL. \
**C1:**
```
select NOME from EMPREGADO
where CODIGO in ((select CODIGO from EMPREGADO)
                  minus
                 (select E1.CODIGO from EMPREGADO E1, EMPREGADO E2
                  where E1.SALARIO < E2.SALARIO)
                 )
```
Obs: o operador minus realiza a operação de subtração entre relações. \
**C2:**
```
select NOME from EMPREGADO
where SALARIO = (select max(SALARIO) from EMPREGADO)
```
**C3:**
```
Select NOME from EMPREGADO
where SALARIO >= all (select SALARIO from EMPREGADO)
```
**C4:**
```
select NOME from EMPREGADO
where CODIGO in ( select E1.CODIGO from EMPREGADO E1, EMPREGADO E2
                  where E1.SALARIO > E2.SALARIO
                )
```
Com relação às consultas, assinale a alternativa correta.","['a) Apenas as consultas C2 e C3 são equivalentes.', 'b) Todas as consultas são equivalentes.', 'c) Apenas as consultas C1 e C3 são equivalentes.', 'd) Apenas as consultas C1 e C4 são equivalentes.', 'e) Apenas as consultas C1, C2 e C3 são equivalentes.']",Tecnologia de Computação,Banco de Dados,Linguagens de Consulta,E,tecnologia de computacao - banco de dados - linguagens de consulta,True,True,True,True,False,False
2011-53,2011,53,"Considere, a seguir, as escalas S1 e S2, de execução de transações (T).

**S1**
| T1         | T2         |
|------------|------------|
| Read (A)   |            |
| Write (A)  |            |
|            | Read (A)   |
|            | Write (A)  |
| Read (B)   |            |
| Write (B)  |            |
|            | Read (B)   |
|            | Write (B)  |

**S2**
| T1         | T2         | T3         |
|------------|------------|------------|
| Read (A)   |            |            |
|            | Write (A)  |            |
| Write (A)  |            |         
|            |            | Write (A)  |

Com base nessas informações, considere as afirmativas a seguir.

I. S2 é serializável no conflito.\
II. S1 é serializável no conflito.\
III. S1 é serializável na visão.\
IV. S2 é serializável na visão.

Assinale a alternativa correta.","['a) Somente as afirmativas I e II são corretas.', 'b) Somente as afirmativas I e III são corretas.', 'c) Somente as afirmativas III e IV são corretas.', 'd) Somente as afirmativas I, II e IV são corretas.', 'e) Somente as afirmativas II, III e IV são corretas.']",Tecnologia de Computação,Banco de Dados,"Sistemas de Gerenciamento de Bancos de Dados (SGBD): Arquitetura, Segurança, Integridade, Concorrência, Recuperação após Falha, Gerenciamento de Transações",E,"tecnologia de computacao - banco de dados - sistemas de gerenciamento de bancos de dados (sgbd): arquitetura, seguranca, integridade, concorrencia, recuperacao apos falha, gerenciamento de transacoes",True,True,False,True,False,False
2011-59,2011,59,"Considere o algoritmo A* (A Estrela / A Star ) usado para a busca de uma trajetória (*pathfinding*), sendo aplicado sobre um mapa do tipo grade de ocupação, com custos de passagem associados a cada uma das células da grade e com a seguinte configuração de nodos listados no conjunto em aberto (*open-set*):
```
Nodo 1: g(1)=19; h(1)=6; L=6;  C=8
Nodo 2: g(2)=18; h(2)=4; L=7;  C=9
Nodo 3: g(3)=13; h(3)=5; L=5;  C=10
Nodo 4: g(4)=16; h(4)=3; L=9;  C=8
Nodo 5: g(5)=16; h(5)=3; L=10; C=7
```

onde “L” e “C” são a linha e coluna do respectivo nodo dentro da grade de ocupação.
A posição alvo a ser alcançada dentro da trajetória deste exemplo é definida pela linha e coluna L_Alvo=10 e C_Alvo=10, ou seja, a coordenada (10,10). “g(n)” representa o custo (gasto) do caminho percorrido e “h(n)” representa a estimativa heurística de custo até o alvo da célula em questão, sendo que “n” representa o número do nodo que identifica as células, e esta célula ocupa uma determinada posição (L,C) dentro da grade. 

Qual dos seguintes nodos será selecionado do conjunto em aberto como sendo o próximo nodo a ser avaliado, depois removido do conjunto de nodos em aberto (*open-set*) e colocado na lista de nodos já visitados (*closed-set*)?","['a) Nodo 1', 'b) Nodo 2', 'c) Nodo 3', 'd) Nodo 4', 'e) Nodo 5']",Tecnologia de Computação,Inteligência Artificial,"Hill climbing, best first, simulated annealing e Algoritmo A*",C,"tecnologia de computacao - inteligencia artificial - hill climbing, best first, simulated annealing e algoritmo a*",True,False,False,False,True,False
2012-21,2012,21,"O algoritmo $ALGSORT$ ordena vetores de números inteiros distintos usando apenas comparações. Nesse algoritmo, a função $menor(V, i, j)$ retorna o índice $l$, tal que $V [l]$ é o menor número no vetor $V [i..j]$. O custo de tempo de pior caso de $menor(V, i, j)$ é igual a $j - i$ comparações. De forma similar, a função $maior(V, i, j)$ retorna um índice $g$, tal que $V [g]$ é o maior número no vetor $V [i..j]$, também com custo de execução de $j - i$ comparações no pior caso. Para ordenar o vetor $X[1..n]$, $ALGSORT(V, i, j)$ é chamado com os parâmetros, $V = X$, $i = 1$ e $j = n$.

```
ALGSORT (V,i,j);
(1) Se j-i=0 então retorne;
(2) Se j-i=1 então
       Se V[j] < V[i] então
           Troque(V[j],V[i]);
       Fim;
       retorne;
   Fim;
(3) l = menor(V,i,j);
(4) Troque(V[i],V[l]);
(5) g = maior(V,i,j);
(6) Troque(V[j],V[g]);
(7) ALGSORT (V,i+1,j-1);
```

A função que caracteriza o custo de tempo de pior caso, $T (n)$, para a chamada $ALGSORT (X, 1, n)$ é dada por:","['a) $T (n) = T (n - 1) + 2n - 2$', 'b) $T (n) = T (n - 2) + 2n - 2$', 'c) $T (n) = T (n - 2) + n - 1$', 'd) $T (n) = T (n - 2) + (n - 1)^2$', 'e) $T (n) = T(\\frac{n}{2})+ 2n$']",Fundamentos da Computação,Análise de Algoritmos,O Uso de Relações de Recorrência para Análise de Algoritmos Recursivos,B,fundamentos da computacao - analise de algoritmos - o uso de relacoes de recorrencia para analise de algoritmos recursivos,True,True,True,False,True,True
2012-22,2012,22,"O algoritmo $ALGSORT$ ordena vetores de números inteiros distintos usando apenas comparações. Nesse algoritmo, a função $menor(V, i, j)$ retorna o índice $l$, tal que $V [l]$ é o menor número no vetor $V [i..j]$. O custo de tempo de pior caso de $menor(V, i, j)$ é igual a $j - i$ comparações. De forma similar, a função $maior(V, i, j)$ retorna um índice $g$, tal que $V [g]$ é o maior número no vetor $V [i..j]$, também com custo de execução de $j - i$ comparações no pior caso. Para ordenar o vetor $X[1..n]$, $ALGSORT(V, i, j)$ é chamado com os parâmetros, $V = X$, $i = 1$ e $j = n$.

```
ALGSORT (V,i,j);
(1) Se j-i=0 então retorne;
(2) Se j-i=1 então
       Se V[j] < V[i] então
           Troque(V[j],V[i]);
       Fim;
       retorne;
   Fim;
(3) l = menor(V,i,j);
(4) Troque(V[i],V[l]);
(5) g = maior(V,i,j);
(6) Troque(V[j],V[g]);
(7) ALGSORT (V,i+1,j-1);
```

Com relação ao projeto do algoritmo $ALGSORT$, assinale a alternativa correta.","['a) O custo de combinação de $ALGSORT$ é $O(n)$ em função do tamanho da entrada para a chamada \n $ ALGSORT(X, 1, n)$.', 'b) Modificando o trecho das linhas de (3) a (6) de $ALGSORT$, é possível obter um algoritmo assintoticamente menos custoso.', 'c) O tempo de execução para a chamada $ALGSORT (X, 1, n)$ em função de $n$ é $O(n \\log n)$.', 'd) O tempo de execução de $ALGSORT$ é $\\Theta(n^2)$ em função de $n$ para a chamada $ALGSORT (X, 1, n)$.', 'e) O custo do caso base $n = 1$ para a chamada $ALGSORT (X, 1, n)$ em função de $n$ é $T (n) = 1$.']",Fundamentos da Computação,Análise de Algoritmos,O Uso de Relações de Recorrência para Análise de Algoritmos Recursivos,D,fundamentos da computacao - analise de algoritmos - o uso de relacoes de recorrencia para analise de algoritmos recursivos,True,True,True,True,True,True
2012-27,2012,27,"Devido ao volume de informações produzido atualmente e, principalmente, à necessidade de proteger várias dessas informações, técnicas de criptografia têm sido desenvolvidas ou aprimoradas. Uma abordagem criptográfica bastante simples é aquela que consiste na substituição de determinados símbolos por outros. O programa, a seguir, desenvolvido na linguagem C, possui uma função que realiza a criptografia de uma determinada cadeia de caracteres (string), referenciada através de um ponteiro de `char`.

```
#include <stdio.h>
void Cripto (char *inout, int i) {
  char *sibl, c;
  while (*inout) {
    sibl = inout+1;
    if (!sibl)
      break;
    if (*inout >= ’A’ && *inout <= ’Z’)
      *inout += i;
    c = *sibl;
    *sibl = *inout;
    *inout = c;
    inout = sibl+1;
  }
}
```

```
int main() {
  char str[30];
  int i;
  scanf(""%s %d"", str, &i);
  Cripto(str, i);
  printf(""%s\n"", str);
  return 0;
}
```
Assinale a alternativa que apresenta, corretamente, o resultado desse programa quando ele for executado com a entrada a seguir.
```
PosCOMP2012x 3
```","['a) `PosCOMP2012x`', 'b) `OscVmr2S10x2`', 'c) `oSCsMR2S10x2`', 'd) `x2012PosComp`', 'e) `SosCRMS2012x`']",Fundamentos da Computação,Algoritmos e Estrutura de Dados,Cadeias e Processamento de Cadeias,C,fundamentos da computacao - algoritmos e estrutura de dados - cadeias e processamento de cadeias,True,False,False,False,True,False
2012-28,2012,28,"Nas linguagens de programação, uma questão importante é o escopo das declarações. Por exemplo, o escopo de uma declaração de `x` é a região do programa em que os usos de `x` se referem a essa declaração. Nesse sentido, a ligação de um nome a um escopo pode ser estática ou dinâmica. No programa C, a seguir, o identificador `x` é uma macro composta pela expressão `++y`. Por ser uma macro, a resolução de `x` não é realizada somente em termos do texto do programa.
```
#include<stdio.h>
#define x ++y int y = 2;
void M() { int y = 1; printf (""%d "", x); }
void N() { printf(""%d "", x); }
int main() {
  M();
  N();
  return 0;
}
```
Com base nessa execução, assinale a alternativa que apresenta, corretamente, a saída desse programa.","['a) 1 1', 'b) 1 2', 'c) 1 3', 'd) 2 2', 'e) 2 3']",Fundamentos da Computação,Linguagens de Programação,Paradigmas de Linguagens de Programação,E,fundamentos da computacao - linguagens de programacao - paradigmas de linguagens de programacao,True,False,False,True,True,False
2012-29,2012,29,"Um ponteiro é um elemento que proporciona maior controle sobre a memória do computador, principalmente por ser utilizado em conjunto com mecanismos de alocação dinâmica de memória. Dessa forma, o domínio sobre este tipo de dado é muito importante. O código, a seguir, foi escrito na linguagem C++ e trabalha com ponteiros e estruturas dinâmicas.
```
#include <iostream>
using namespace std;
struct No {
  int Dado; No* Prox;
};
int main()
{
  No *L, *i; int n;
  cin >> n;
  if (n == 0) L = NULL;
  else {
    L = new No;
    L->Dado = n--;
    L->Prox = NULL;
    for ( ; n > 0 ; ) {
      i = new No;
      i->Dado = n--;
      i->Prox = L;
      L = i;
    }
  }
  while (L != NULL) {
    cout << L->Dado << "" "";
    L = L->Prox;
  }
  return 0;
}
```
Se, durante a execução desse código, a variável `n` receber o valor 6, a saída do programa será:","['a) 0 1 2 3 4 5 6', 'b) 1 2 3 4 5 6', 'c) 6 5 4 3 2 1', 'd) 6 5 4 3 2 1 0', 'e) 1 2 3 4 5']",Fundamentos da Computação,Algoritmos e Estrutura de Dados,"Estruturas de Dados Lineares e suas Generalizações: Listas Ordenadas, Listas Encadeadas, Pilhas e Filas",B,"fundamentos da computacao - algoritmos e estrutura de dados - estruturas de dados lineares e suas generalizacoes: listas ordenadas, listas encadeadas, pilhas e filas",True,False,False,False,True,False
2012-31,2012,31,"Um tipo especial de sub-rotina é aquela que contém, em sua descrição, uma ou mais chamadas a si mesma. Uma rotina dessa natureza é denominada recursiva. A função recursiva, a seguir, foi desenvolvida na *Linguagem C*.
```
int PosComp (int num, int f) {
  int aux1, aux2;
  if (num < f)
    return PosComp (num, f / 10);
  if (num) {
    aux1 = num / f;
    num = num % f;
    f = f / 10;
    aux2 = PosComp (num, f);
    return aux2 * 10 + aux1;
  }
  else return num;
}
```
Se for realizada uma chamada dessa função com o comando \
`printf (""%d\n"",PosComp(12345,10000));` \
o resultado apresentado no dispositivo de saída será:","['a) 0', 'b) 10000', 'c) 12345', 'd) 54321', 'e) 12300']",Fundamentos da Computação,Algoritmos e Estrutura de Dados,Recursividade: Conceito e Implementação,D,fundamentos da computacao - algoritmos e estrutura de dados - recursividade: conceito e implementacao,True,True,True,False,True,False
2012-32,2012,32,"Em linguagens de programação declarativas, em especial aquelas que seguem o paradigma funcional, a lista é uma estrutura de dados fundamental. Uma lista representa coleções de objetos de um único tipo, sendo composta por dois elementos: a cabeça (*head*) e o corpo (*tail*), exceto quando está vazia. A cabeça é sempre o primeiro elemento e o corpo é uma lista com os elementos da lista original, excetuando-se o primeiro elemento. O programa Haskell, a seguir, apresenta uma função que utiliza essa estrutura de dados.
```
  poscomp :: [Int] -> [Int]
  poscomp [] = []
  poscomp [x] = [x]
  poscomp (a:b:c) | a > b = b : (a : poscomp c)
                  | otherwise = a : (b : poscomp c)
```
Uma chamada a esta função através da consulta
```
poscomp [5,3,4,5,2,1,2,3,4]
```
produzirá o resultado:","['a) [1,2,2,3,3,4,4,5,5]', 'b) [3,5,4,5,1,2,2,3,4]', 'c) [5,3,4,5,2,1,2,3,4]', 'd) [5,4,3,2,1]', 'e) [5,3,4,2,1]']",Fundamentos da Computação,Linguagens de Programação,Paradigmas de Linguagens de Programação,B,fundamentos da computacao - linguagens de programacao - paradigmas de linguagens de programacao,True,True,False,False,True,False
2012-49,2012,49,"O gerenciamento de memória virtual (MV) pressupõe a existência de tabelas de páginas e mecanismos para ranqueamento de páginas, além da existência do princípio da localidade.

Considerando que o algoritmo de MV, utilizado em um dado sistema, permite que as páginas envolvidas na operação de *swapping* sejam de conjuntos residentes diferentes, assinale a alternativa que apresenta, corretamente, o impacto disso sobre os processos em execução.","['a) Deve piorar a taxa de faltas de páginas por não respeitar o princípio da localidade.', 'b) Pode criar a ocorrência de *deadlocks* entre os processos que usam os conjuntos residentes envolvidos.', 'c) Deve melhorar a taxa de faltas de páginas por ajustar o tamanho dos vários conjuntos residentes.', 'd) Não altera a taxa de faltas de páginas pois essas não dependem dos conjuntos residentes.', 'e) Força o bloqueio desnecessário de um processo que não teve falta de página enquanto o *swapping* estava sendo realizado.']",Fundamentos da Computação,Sistemas Operacionais,"Gerenciamento de Memória: Memória Virtual, Paginação, Segmentação e “Swap”",C,"fundamentos da computacao - sistemas operacionais - gerenciamento de memoria: memoria virtual, paginacao, segmentacao e “swap”",True,False,True,True,False,False
2012-50,2012,50,"O projetista de um sistema operacional percebeu, após medições de desempenho, que o sistema apresentava problemas no acesso ao disco, com um tempo de espera médio bastante elevado.

Assinale a alternativa que apresenta, correta e respectivamente, uma causa plausível e sua solução.","['a) Algoritmo para escalonamento de disco ineficiente; troca para algum algoritmo do tipo menor distância primeiro.', 'b) Controle de dispositivo baseado em fila; troca para controle de dispositivo baseado em prioridade.', 'c) Controle de dispositivo baseado em prioridade; troca para controle de dispositivo baseado em fila.', 'd) Algoritmo para escalonamento de disco ineficiente; troca para algum algoritmo do tipo varredura.', 'e) Controle de dispositivo baseado em pilha; troca para controle de dispositivo baseado em prioridade.']",Fundamentos da Computação,Sistemas Operacionais,Gerenciamento de Dispositivos de Entrada/Saída,D,fundamentos da computacao - sistemas operacionais - gerenciamento de dispositivos de entrada/saida,True,False,False,True,False,False
2012-53,2012,53,"Considere as tabelas, a seguir, criadas em um banco de dados relacional através da linguagem SQL.

```
CREATE TABLE Empregado
( ecod int PRIMARY KEY,
  nome varchar (32),
  salario number (7,2),
  dcod int FOREIGN KEY REFERENCES Departamento (dcod));
CREATE TABLE Departamento
( dcod int PRIMARY KEY,
  dnome varchar (12),
  chefe int FOREIGN KEY REFERENCES Empregado (ecod));
```

Sejam as consultas (C1, C2 e C3) também em SQL, a seguir.
```
C1. SELECT nome, salario FROM Empregado E, Departamento D
      WHERE E.dcod = D.dcod AND E.ecod = D.chefe;
C2. SELECT nome, salario FROM Empregado as E INNER JOIN Departamento as D
      ON E.dcod=D.dcod WHERE E.ecod = D.chefe;
C3. SELECT nome, salario FROM E.ecod = D.chefe;
```
Com relação às consultas, assinale a alternativa correta.","['a) Apenas a consulta `C1` retorna o nome e o salário dos chefes dos departamentos.', 'b) Apenas a consulta `C2` retorna o nome e o salário dos chefes dos departamentos.', 'c) Apenas a consulta `C3` retorna o nome e o salário dos chefes dos departamentos.', 'd) As consultas `C1`, `C2` e `C3` são equivalentes e retornam o nome e o salário dos chefes dos departamentos.', 'e) As consultas `C1` e `C2` são equivalentes e retornam o nome e o salário dos chefes dos departamentos.']",Tecnologia de Computação,Banco de Dados,Linguagens de Consulta,E,tecnologia de computacao - banco de dados - linguagens de consulta,True,False,True,True,False,False
2012-55,2012,55,"Suponha uma cena tridimensional composta apenas por duas esferas contidas no volume de visualização. Uma dessas esferas está completamente encoberta pela outra em relação à visão da câmera virtual que utiliza projeção paralela. 

Com base no enunciado e nos conhecimentos sobre o tema, assinale a alternativa correta.","['a) Utilizando o algoritmo de Z-Buffer, a imagem resultante, após a rasterização de ambas as esferas, é a mesma, independentemente de qual esfera é rasterizada primeiro.', 'b) No modelo de iluminação de Phong, a iluminação de uma das esferas depende da cor da segunda esfera.', 'c) O modelo de iluminação de Gouraud descreve a sombra vinda de uma das esferas sobre a outra.', 'd) Os algoritmos de remoção de superfícies ocultas não são úteis na situação descrita, pois ambas as esferas estão dentro do volume de visualização.', 'e) A esfera encoberta pode ser maior que a esfera visível, basta que uma esteja na frente, em relação à visão da câmera, e suficientemente distantes entre si.']",Tecnologia de Computação,Computação Gráfica,"O Processo de “Rendering”: Fontes de Luz, Remoção de Linhas e Superfícies Ocultas, Modelos de Tonalização (“Shading”)",A,"tecnologia de computacao - computacao grafica - o processo de “rendering”: fontes de luz, remocao de linhas e superficies ocultas, modelos de tonalizacao (“shading”)",True,False,False,True,False,False
2012-65,2012,65,"Considere a gramática das expressões a seguir.

$$
\begin{align*}
& S \to E \$ \\
& E \to E + T \\
& E \to T \\
& T \to T * F \\
& T \to F \\
& F \to id \\
& F \to (E)
\end{align*}
$$

Sobre essa gramática, considere as afirmativas a seguir.

I. A gramática é LL(1). \
II. O operador $+$ possui uma precedência maior que o operador $*$. \
III. Não é possível construir um analisador descendente recursivo para a gramática. \
IV. Os terminais $$+ \, * \, ) \, \$ $$ pertencem ao conjunto FOLLOW de $F$. 

Assinale a alternativa correta.","['a) Somente as afirmativas I e II são corretas.', 'b) Somente as afirmativas I e IV são corretas.', 'c) Somente as afirmativas III e IV são corretas.', 'd) Somente as afirmativas I, II e III são corretas.', 'e) Somente as afirmativas II, III e IV são corretas.']",Tecnologia de Computação,Compiladores,Compiladores e Interpretadores,C,tecnologia de computacao - compiladores - compiladores e interpretadores,True,True,True,True,False,False
2013-01,2013,1,"Um determinado serviço pode ser realizado por dois programas distintos, $P_1$ e $P_2$, utilizando algoritmos diferentes. O usuário fornece aos programas um número natural $n \geq 1$ e os programas fornecem uma resposta. O tempo que o programa $P_1$ demora para responder é dado pela fórmula $T_1(n) = n^4$. Já o tempo de resposta do programa $P_2$ é calculado por $T_2(n) = 2^{n-1}$.

Em relação aos programas $P_1$ e $P_2$, assinale a alternativa correta:","['a) Como $\\lim_{n \\to \\infty} T_2(n) = \\lim_{n \\to \\infty} T_1(n) = \\infty$, então $\\lim_{n \\to \\infty} \\frac{T_2(n)}{T_1(n)} = 1$, e, por isso, o programa $P_2$ é mais rápido que o programa $P_1$ para entradas maiores do que um certo número natural $N$.', 'b) Como $\\lim_{n \\to \\infty} \\frac{T_2(n)}{T_1(n)} = \\infty$, então $\\lim_{n \\to \\infty} (T_2(n) - T_1(n)) = \\lim_{n \\to \\infty} T_2(n) - \\lim_{n \\to \\infty} T_1(n) = 0$, por isso, ambos os programas levam o mesmo tempo para dar uma resposta.', 'c) Como $\\lim_{n \\to \\infty} T_2(n) = \\lim_{n \\to \\infty} T_1(n) = \\infty$, então, a partir de um certo número natural $N$, ambos os programas levam o mesmo tempo para dar uma resposta.', 'd) Como $\\lim_{n \\to \\infty} [T_2(n) - T_1(n)] = \\infty$, então o programa $P_1$ é mais rápido que o programa $P_2$ para entradas maiores do que um certo número natural $N$.', 'e) Como $\\lim_{n \\to \\infty} [T_2(n) - T_1(n)] = \\infty$, então o programa $P_2$ é mais rápido que o programa $P_1$ para entradas maiores do que um certo número natural $N$.']",Matemática,Matemática Discreta,Funções,D,matematica - matematica discreta - funcoes,True,False,True,True,False,True
2013-13,2013,13,"Admita que um novo conectivo binário, rotulado pelo símbolo $\updownarrow$, seja definido pela tabela-verdade a seguir:

|$P$|$Q$|$P \updownarrow Q$|
|-|-|-|
|V|V|F|
|V|F|V|
|F|V|F|
|F|F|F|

Com base nessa definição e nas operações usuais com os conectivos $\lor$, $\land$ e $\sim$, considere as afirmativas a seguir:

I. $P \updownarrow Q$ é equivalente a $Q \updownarrow P$. \
II. $(P \updownarrow Q) \lor (Q \updownarrow P)$ não é uma contingência. \
III. $(Q \updownarrow P) \land (P \updownarrow Q)$ é uma contradição. \
IV. $ \sim [(Q \updownarrow P) \land (P \updownarrow Q)]$ é uma tautologia. 

Assinale a alternativa correta.","['a) Somente as afirmativas I e II são corretas.', 'b) Somente as afirmativas I e IV são corretas.', 'c) Somente as afirmativas III e IV são corretas.', 'd) Somente as afirmativas I, II e III são corretas.', 'e) Somente as afirmativas II, III e IV são corretas.']",Matemática,Lógica Matemática,Lógica Proposicional e de Predicados,C,matematica - logica matematica - logica proposicional e de predicados,True,True,False,False,False,True
2013-30,2013,30,"Considere o trecho de código em linguagem de programação C a seguir.
```
main()
  {
    int myCount = 0;
    while (myCount < 10)
    {
      printf(""%d"",myCount+1);
    }
    system(""pause"");
}
```
Assinale a alternativa que apresenta, corretamente, o que esse trecho de código fará ao ser executado.","['a) Mostrará na tela os valores de 0 a 9.', 'b) Mostrará na tela os valores de 1 a 10.', 'c) Escreverá na tela `myCount` por 10 vezes.', 'd) Escreverá na tela 0 por 10 vezes.', 'e) Entrará em looping infinito.']",Fundamentos da Computação,Linguagens de Programação,Paradigmas de Linguagens de Programação,E,fundamentos da computacao - linguagens de programacao - paradigmas de linguagens de programacao,True,False,False,False,True,False
