id,edicao,numero,enunciado,alternativas,area_conhecimento,area,subarea,gabarito,atributo_rag,ehQuestaoProblema
2010-70,2010,70,"O processo de normalização baseia-se no conceito de forma normal, que é uma regra que deve ser obedecida por uma relação para que seja considerada bem projetada. 

Com base nos conhecimentos sobre normalização, considere as afirmativas a seguir.

I. A Primeira Forma Normal (1FN) define que a relação não deve conter atributos não atômicos ou as relações aninhadas. A ação que deve ser tomada para deixar uma relação na 1FN é formar uma nova relação para cada atributo não atômico ou para cada relação aninhada. \
II. A Segunda Forma Normal (2FN) define que, além de estar na 1FN, para as relações que possuam chaves primárias com vários atributos, nenhum atributo externo à chave deve ser funcionalmente dependente de parte da chave primária. A ação que deve ser tomada é decompor e montar uma nova relação para cada chave parcial com seu(s) atributo(s) dependente(s). \
III. A Terceira Forma Normal (3FN) define que, além de estar na 2FN, as relações não devem ter atributos que não pertençam a uma chave, funcionalmente determinados por outro atributo que também não pertença a uma chave (ou por um conjunto de atributos não chave). A ação que deve ser tomada é decompor e montar uma relação que contenha o(s) atributo(s) não chave que determina(m) funcionalmente o(s) outro(s) atributo(s). \
IV. Uma dependência parcial ocorre quando um atributo, além de depender da chave primária, depende de outro atributo ou conjunto de atributos da relação. Uma dependência transitiva ocorre quando um atributo depende apenas de parte de uma chave primária composta. 

Assinale a alternativa correta.","['a) Somente as afirmativas I e IV são corretas.', 'b) Somente as afirmativas II e III são corretas.', 'c) Somente as afirmativas III e IV são corretas.', 'd) Somente as afirmativas I, II e III são corretas.', 'e) Somente as afirmativas I, II e IV são corretas.']",Tecnologia de Computação,Banco de Dados,Modelagem e Projeto de Banco de Dados,D,tecnologia de computacao - banco de dados - modelagem e projeto de banco de dados,False
2011-01,2011,1,"Considere a matriz a seguir.
$$
 A = \begin{bmatrix}
2 & 4 & 2 \\
1 & 5 & 2 \\
4 & -1 & 9
\end{bmatrix} 
$$
No método da eliminação de Gauss, foram efetuados os seguintes passos para se obter uma matriz na forma degrau:

I. Subtraiu-se a metade da primeira linha da segunda.\
II. Subtraiu-se o dobro da primeira linha da terceira.\
III. Adicionou-se o triplo da segunda linha à terceira.

Em termos matriciais, o processo descrito corresponde a:","['a) Adicionar à $ A $ a matriz\n$$\n \\begin{bmatrix}\n    0 & 0 & 0 \\\\\n    -1 & -2 & 0 \\\\\n    -4 & 1 & 1\n    \\end{bmatrix} \n$$', 'b) Multiplicar $ A $, à esquerda, por\n$$\n \\begin{bmatrix}\n    0 & 0 & 0 \\\\\n    2 & 0 & 0 \\\\\n    1/2 & -1/3 & 0\n    \\end{bmatrix} \n$$', 'c) Multiplicar $ A $, à direita, por\n$$\n \\begin{bmatrix}\n    1 & -1/2 & -2 \\\\\n    0 & 1 & -3 \\\\\n    0 & 0 & 1\n    \\end{bmatrix} \n$$', 'd) Multiplicar $ A $, à esquerda, por\n$$\n \\begin{bmatrix}\n    1 & 0 & 0 \\\\\n    -1/2 & 1 & 0 \\\\\n    -7/2 & 3 & 1\n    \\end{bmatrix} \n$$', 'e) Subtrair de $ A $ a matriz\n$$\n \\begin{bmatrix}\n    2 & 4 & 2 \\\\\n    0 & 5 & 2 \\\\\n    0 & 0 & 9\n    \\end{bmatrix} \n$$']",Matemática,Álgebra Linear,Sistemas de Equações Lineares: método de eliminação de Gauss para sistemas lineares,D,matematica - algebra linear - sistemas de equacoes lineares: metodo de eliminacao de gauss para sistemas lineares,False
2011-02,2011,2,Sejam $ a $ e $ b $ números reais não nulos. As duas retas perpendiculares à reta $\frac{x}{a} + \frac{y}{b} = 1$ que formam triângulos de área $|ab|$ com os eixos ordenados são descritas pelas equações:,"['a) $ ax - by = 1 $ e $ -ax + by = 1 $', 'b)$\\frac{x}{a} - \\frac{y}{b} = 1$ e $\\frac{y}{b} - \\frac{x}{a} = 1$', 'c) $\\frac{x^2}{b^2} + \\frac{y^2}{a^2} = 1$ e $\\frac{x^2}{b^2} - \\frac{y^2}{a^2} = 1$', 'd) $\\frac{x}{b} - \\frac{y}{a} = \\sqrt{2}$ e $\\frac{y}{a} - \\frac{x}{b} = \\sqrt{2}$', 'e) $\\frac{x}{|b|} + \\frac{y}{|a|} = \\sqrt{2}$ e $\\frac{x}{|b|} + \\frac{y}{|a|} = -\\sqrt{2}$']",Matemática,Geometria Analítica,Reta no plano e no espaço,D,matematica - geometria analitica - reta no plano e no espaco,False
2011-03,2011,3,"Suponha que, em vez de usar a base padrão {$e_1 , e_2$} para $R^2$, onde $e_1 = [1, 0]^T$ e $e_2 = [0, 1]^T$ , deseja-se utilizar a base {$u_1 , u_2$}, com $ u_1 = [3, 2]^T$ e $u_2 = [1, 1]^T$.\
As coordenadas do vetor $x = [7, 4]^T$ em relação a $u_1$ e $u_2$ são:","['a) $[0, 1]^T$', 'b) $[1, -2]^T$', 'c) $[3, -2]^T$', 'd) $[4, 3]^T$', 'e) $[15, 18]^T$']",Matemática,Álgebra Linear,Bases,C,matematica - algebra linear - bases,True
2011-04,2011,4,"O valor de $x > 0$, pertencente ao primeiro quadrante, para a expressão
$2 + 2 \cos(x) + 2 \cos(x) \cos(x) + 2 \cos(x) \cos(x) \cos(x) + 2 \cos(x) \cos(x) \cos(x) \cos(x) + \dots = 4$ é:","['a) $0$', 'b) $\\frac{\\pi}{6}$', 'c) $\\frac{\\pi}{3}$', 'd) $\\frac{\\pi}{2}$', 'e) $\\pi$']",Matemática,Geometria Analítica,"Coordenadas Polares, Cilíndricas e Esféricas",C,"matematica - geometria analitica - coordenadas polares, cilindricas e esfericas",False
2011-05,2011,5,"Em muitos problemas práticos, deseja-se encontrar a reta $ r(x) = ax + b $ que melhor se ajusta a um conjunto $\{(x_1, y_1), (x_2, y_2), \ldots, (x_n, y_n)\}$ de pontos no plano. No método dos mínimos quadrados, os coeficientes $ a $ e $ b $ da reta são determinados de modo que o erro, dado pela soma do quadrado da diferença entre $ y_i $ e $ r(x_i) $, isto é,
$$
\text{Erro}(a, b) = \sum_{i=1}^n (y_i - r(x_i))^2,
$$
seja o menor possível.

A tabela a seguir mostra o conjunto de pontos $\{(-3, -3), (-2, -2), \ldots, (2, 6), (3, 6)\}$ no plano.
$$
\begin{array}{c|c|c|c|c|c|c|c}
\hline
x & -3 & -2 & -1 & 0 & 1 & 2 & 3 \\
\hline
y & -3 & -2 & 2 & 2 & 4 & 6 & 6 \\
\hline
\end{array}
$$
A reta que melhor se ajusta aos dados apresentados nessa tabela, no sentido dos mínimos quadrados, é:","['a) $ r(x) = x $', 'b)$ r(x) = \\dfrac{15}{7}x $', 'c) $ r(x) = \\dfrac{3}{2}x + \\dfrac{3}{2} $', 'd) $ r(x) = \\dfrac{45}{28}x + \\dfrac{15}{7} $', 'e) $ r(x) = \\dfrac{7}{2}x + \\dfrac{45}{7} $']",Matemática,Cálculo Diferencial e Integral,Máximos e Mínimos,D,matematica - calculo diferencial e integral - maximos e minimos,True
2011-06,2011,6,"O problema de determinar um vetor normal a um triângulo ou polígono é muito comum em computação gráfica. Dado o triângulo formado pelos pontos $A(1, 2, 3)$, $B(3, 2, 1)$ e $C(1, 1, 1)$, um vetor normal, $n$, a esse triângulo é dado por:","['a) $n = [-2, 4, -2]^T$', 'b) $n = [0, 0, 4]^T$', 'c) $n = [2, -1, -4]^T$', 'd) $n = [3, 4, 5]^T$', 'e) $n = [5, 5, 5]^T$']",Matemática,Geometria Analítica,Álgebra Vetorial,A,matematica - geometria analitica - algebra vetorial,True
2011-07,2011,7,"Com base em $f (x, y, z) = x^2e^y + 2zy$, uma função real de três variáveis reais, considere as afirmativas a seguir.

I. O ponto $P_0 = (1, 0, 1)$ é um ponto crítico de $f$.\
II. A função $f$ é contínua no ponto  $P_0 = (1, 0, 1)$.\
III. A direção unitária em que $f$ cresce mais rapidamente no  ponto $ P_0 = (1, 0, 1)$ é $\frac{2}{\sqrt{13}} \vec{i} + \frac{3}{\sqrt{13}} \vec{j} $.\
IV. O vetor gradiente de f no ponto $P_0$ é nulo se, e somente se, $P_0 = (0, 0, 0)$.

Assinale a alternativa correta.","['a) Somente as afirmativas I e II são corretas.', 'b) Somente as afirmativas I e III são corretas.', 'c) Somente as afirmativas III e IV são corretas.', 'd) Somente as afirmativas I, II e IV são corretas.', 'e) Somente as afirmativas II, III e IV são corretas.']",Matemática,Cálculo Diferencial e Integral,Gradiente,E,matematica - calculo diferencial e integral - gradiente,False
2011-09,2011,9,"Considere o polinômio $p (x) = a_nx^n + \dots + a_1x + a_0$ em seu formato padrão que pode ser escrito no formato encadeado $p_n(x) = x(x(\dotsx(x(a_n x + a_{n-1} ) + a{n_2} ) + \dots + a_2 ) + a_1 ) + a_0$ , colocando a variável $x$ em evidência num número finito de vezes até que não seja mais possível fazê-lo. \
Considerando que todos os coeficientes do polinômio são diferentes de zero, é correto afirmar que o total de operações de adição e multiplicação para obter o valor de $p_{100} (5)$ é:","['a) Duas vezes maior no formato encadeado que no padrão.', 'b) Igual no formato padrão e no encadeado.', 'c) Impossível de ser calculado.', 'd) Maior no formato encadeado que no padrão.', 'e) Maior no formato padrão que no encadeado.']",Matemática,Análise Combinatória,Distribuição,E,matematica - analise combinatoria - distribuicao,False
2011-10,2011,10,"A proporção de computadores acessando um provedor em um dado instante $ t $ a partir das 8 horas é dada por
$$
N(t) = \frac{1}{1 + 3e^{-kt}},
$$
onde o instante $ t $ é dado em horas e $ k $ é uma constante positiva. A proporção estimada de computadores acessando este provedor ao meio-dia é de:","['a) $\\frac{1}{k}\\ln(2 + e^{4k})$', 'b) $\\frac{1}{k}\\ln\\left(\\frac{3e^{12k} + 1}{4}\\right)$', 'c) $\\frac{1}{k}\\ln\\left(\\frac{3e^{12k} + 1}{3 + e^{8k}}\\right)$', 'd) $\\frac{1}{k}\\ln\\left(\\frac{3 + e^{4k}}{4}\\right)$', 'e) $\\frac{1}{k}\\ln\\left(\\frac{(3 + e^{4k})^{3k}}{4}\\right)$']",Matemática,Cálculo Diferencial e Integral,Integração de Funções Reais de uma Variável,D,matematica - calculo diferencial e integral - integracao de funcoes reais de uma variavel,False
2011-11,2011,11,"Sobre a função $f: \mathbb{R} \to (-1, 1)$ definida pela lei $f(x) = \frac{x}{1 + |x|}$ é correto afirmar:","['a) $f$ é bijetora.', 'b) $f$ é decrescente.', 'c) $f$ não é injetora, mas é sobrejetora.', 'd) $f$ não é sobrejetora, mas é injetora.', 'e) $f$ não é sobrejetora nem injetora.']",Matemática,Lógica Matemática,Lógica Proposicional e de Predicados,A,matematica - logica matematica - logica proposicional e de predicados,False
2011-12,2011,12,"Com base na função $f (x) = 6x^{3/2} - x^2 - 1$, considere as afirmativas a seguir.

I. $f$ tem um zero no intervalo $[0,1]$\
II. $\lim_{x \to +\infty} f(x) = +\infty$\
III. f assume o valor máximo no ponto $x = \frac{81}{4}$\
IV. $f$ possui uma descontinuidade em zero

Assinale a alternativa correta.","['a) Somente as afirmativas I e II são corretas.', 'b) Somente as afirmativas I e III são corretas.', 'c) Somente as afirmativas III e IV são corretas.', 'd) Somente as afirmativas I, II e IV são corretas.', 'e) Somente as afirmativas II, III e IV são corretas.']",Matemática,Cálculo Diferencial e Integral,Funções Reais de uma Variável: Continuidade e Diferenciabilidade,B,matematica - calculo diferencial e integral - funcoes reais de uma variavel: continuidade e diferenciabilidade,False
2011-14,2011,14,"Considere as proposições $p$ e $q$, cujas respectivas negações são $\bar{p}$ e $\bar{q}$. Então é correto afirmar que a recíproca de $p \Rightarrow q$ é:","['a) $\\bar{q} \\Rightarrow \\bar{p}$', 'b) $q \\Rightarrow p$', 'c) $\\bar{p} \\Rightarrow \\bar{q}$', 'd) $\\bar{p}$ e $q$', 'e) $p$ e $\\bar{q}$']",Matemática,Lógica Matemática,Lógica Proposicional e de Predicados,B,matematica - logica matematica - logica proposicional e de predicados,False
2011-15,2011,15,"Considere o inteiro 360. Se $x$ é a quantidade de seus divisores inteiros e positivos e $y$ é a quantidade de seus divisores inteiros, positivos e pares, então é correto afirmar:","['a) $x$ divide $y$.', 'b) $y$ divide $x$.', 'c) $x = y$.', 'd) $x - y$ é múltiplo de 5.', 'e) $x - y$ divide $x$ e $x - y$ divide $y$.']",Matemática,Matemática Discreta,"Reticulados, Monóides, Grupos, Anéis",E,"matematica - matematica discreta - reticulados, monoides, grupos, aneis",False
2011-16,2011,16,"Considere a afirmação a seguir.

Se um número inteiro é primo e quadrado perfeito, então ele é negativo.

Com relação a essa proposição, assinale a alternativa correta.","['a) A afirmação é falsa.', 'b) A afirmação é verdadeira.', 'c) A afirmação é verdadeira e falsa.', 'd) Não é possível decidir se a afirmação é verdadeira ou falsa.', 'e) Não existe um inteiro primo negativo.']",Matemática,Lógica Matemática,Lógica Proposicional e de Predicados,B,matematica - logica matematica - logica proposicional e de predicados,False
2011-17,2011,17,"Sejam $A$ e $B$ eventos arbitrários de um espaço amostral, em que $\bar{B}$ é o complementar de $B$. \
Nessas condições, é correto afirmar:","['a) $P(A) > P(B)$', 'b) $P(A) < P(B)$', 'c) $P(A) = P(B)$', 'd) $P(A) = P(\\bar{B})$', 'e) $P(A) = P(A \\cap B) + P(A \\cap \\bar{B})$']",Matemática,Probabilidade e Estatística,Probabilidades em Espaços Amostrais Discretos,E,matematica - probabilidade e estatistica - probabilidades em espacos amostrais discretos,False
2011-19,2011,19,"Zezinho aposta 6 números, dentre os 60 disponíveis, no jogo da mega-sena. Após o sorteio, Zezinho observa que o resultado é formado por 6 números primos. \
Se, no momento de sua aposta, Zezinho tivesse essa informação, então a probabilidade de acerto de Zezinho seria de:","['a) $\\frac{1}{\\binom{13}{6}} $', 'b) $\\frac{1}{\\binom{17}{6}} $', 'c) $\\frac{1}{\\binom{19}{6}} $', 'd) $\\frac{1}{\\binom{29}{6}} $', 'e) $\\frac{1}{\\binom{59}{6}} $']",Matemática,Probabilidade e Estatística,Probabilidades em Espaços Amostrais Discretos,B,matematica - probabilidade e estatistica - probabilidades em espacos amostrais discretos,False
2011-20,2011,20,"O código Morse usa dois símbolos: ponto e traço horizontal. Se as palavras desse alfabeto tiverem de 1 a 4 letras, é correto afirmar que o código Morse permitirá escrever:","['a) 8 palavras.', 'b) 16 palavras.', 'c) 30 palavras.', 'd) 32 palavras.', 'e) 256 palavras.']",Matemática,Análise Combinatória,Permutações,C,matematica - analise combinatoria - permutacoes,False
2011-21,2011,21,"Considere a seguinte variante do algoritmo quicksort para ordenação de uma lista de inteiros $x_1, \dots x_n$:

Algoritmo $QS(x_1, \dots, x_n)$ \
Entrada: $x_1, \dots, x_n \in \mathbb{Z}$ \
Saída: $x_1, \dots, x_n \in \mathbb{Z}$

1\. Se $n = 2$ e $x_1 > x_2$, permutar $x_1$ com $x_2$. \
2. Se $n \leq 2$, retornar. \
3. $i \leftarrow 2$, $j \leftarrow n$, \
4. Enquanto $i < j$, \
4.1 $\quad$ Enquanto $x_1 \geq x_i$ e $i < n + 1$, incrementar $i$. \
4.2 $\quad$ Enquanto $x_1 < x_j$, decrementar $j$. \
4.3 $\quad$ Se $i < j$, permutar $x_i$ com $x_j$. \
5. Permutar $x_1$ com $x_j$. \
6. $QS(x_1, \dots, x_{j-1})$ \
7. $QS(x_{j+1}, . . . , x_n)$

Seja $\Phi(x_1 , \dots, x_n )$ o número total de permutações de dois elementos durante a execução do algoritmo QS, inclusive durante as chamadas recursivas. Seja $\Phi_{\max}(n)$ o maior valor de $\Phi(x_1, \dots, x_n)$ para todas as listas possíveis de comprimento $n$.

Sabendo que 
$$
\Phi_{\max}(n) = \max_{1 \leq j \leq n} \Phi_{\max}(j - 1) + \Phi_{\max}(n - j ) + \min(j - 1, n - j ) + 1,
$$","['a) $\\Phi_{\\max}(n) = n - 1$.', 'b) $\\Phi_{\\max}(n)$ está em $o(n)$', 'c) $\\Phi_{\\max}(n)$ está em $O(n \\log(n))$, mas não em $O(n)$', 'd) $\\Phi_{\\max}(n)$ está em $O(n^2)$, mas não em $O(n \\log n)$', 'e) $\\Phi_{\\max}(n) > 2^n.$']",Fundamentos da Computação,Análise de Algoritmos,O Uso de Relações de Recorrência para Análise de Algoritmos Recursivos,C,fundamentos da computacao - analise de algoritmos - o uso de relacoes de recorrencia para analise de algoritmos recursivos,True
2011-22,2011,22,"Considere a seguinte variante do algoritmo quicksort para ordenação de uma lista de inteiros $x_1, \dots x_n$:

Algoritmo $QS(x_1, \dots, x_n)$ \
Entrada: $x_1, \dots, x_n \in \mathbb{Z}$ \
Saída: $x_1, \dots, x_n \in \mathbb{Z}$

1\. Se $n = 2$ e $x_1 > x_2$, permutar $x_1$ com $x_2$. \
2. Se $n \leq 2$, retornar. \
3. $i \leftarrow 2$, $j \leftarrow n$, \
4. Enquanto $i < j$, \
4.1 $\quad$ Enquanto $x_1 \geq x_i$ e $i < n + 1$, incrementar $i$. \
4.2 $\quad$ Enquanto $x_1 < x_j$, decrementar $j$. \
4.3 $\quad$ Se $i < j$, permutar $x_i$ com $x_j$. \
5. Permutar $x_1$ com $x_j$. \
6. $QS(x_1, \dots, x_{j-1})$ \
7. $QS(x_{j+1}, . . . , x_n)$

Assinale a alternativa correta.","['a) O tempo de execução do algoritmo $QS$, no pior caso, para entradas de tamanho $n$, é de $\\Theta(n log (n))$.', 'b) O tempo de execução total do algoritmo para a entrada $x_1, \\dots, x_n$ é sempre de $O(\\Phi(x_1, \\dots, x_n ))$.', 'c) O tempo de execução total do algoritmo QS para a entrada $x_1, \\dots, x_n$ não é proporcional à soma das vezes que cada uma das linhas foi executada.', 'd) O tempo de execução do algoritmo $QS$, no pior caso, para entradas de tamanho $n$, é de $\\Theta(n^2)$.', 'e) O número total de comparações do algoritmo $QS$, incluindo as chamadas recursivas, é de $O(\\Phi_{\\max} (n))$ no pior caso.']",Fundamentos da Computação,Análise de Algoritmos,Análise de Algoritmos Iterativos e Recursivos,D,fundamentos da computacao - analise de algoritmos - analise de algoritmos iterativos e recursivos,True
2011-23,2011,23,"Ao usar o cálculo de endereço ou hashing, geralmente é necessário o uso de um método de tratamento de colisões. \
Sobre esse método, é correto afirmar:","['a) O tratamento de colisões é necessário apenas quando a tabela está cheia e se necessita inserir mais uma chave.', 'b) O tratamento de colisões é necessário para determinar o local da chave no momento da inserção na tabela.', 'c) O tratamento de colisões é necessário quando a tabela está vazia, pois não é possível calcular o endereço diretamente nesse caso.', 'd) O tratamento de colisões é necessário quando a chave inserida ainda não existir na tabela de endereçamento.', 'e) O tratamento de colisões é necessário, pois o hashing gera repetição de endereço para diferentes chaves.']",Fundamentos da Computação,Algoritmos e Estrutura de Dados,Tabelas Hash,E,fundamentos da computacao - algoritmos e estrutura de dados - tabelas hash,False
2011-24,2011,24,"Sejam $T_A(n)$ e $T_B(n)$ os tempos de execução de pior caso de dois algoritmos $A$ e $B$ propostos para um mesmo problema computacional, em função de um certo parâmetro $n$. 

Dizemos que o algoritmo $A$ é mais eficiente que o algoritmo $B$ assintoticamente no pior caso quando","['a) $T_A(n) = o(T_B(n)).$', 'b) $T_B(n) = o(T_A(n)).$', 'c) $T_A(n) = O(T_B(n)).$', 'd) $T_B(n) = O(T_A(n)).$', 'e) $T_A(n) = \\Theta(T_B(n)).$']",Fundamentos da Computação,Análise de Algoritmos,"Notação “Big O”, “Little o”, “Omega” e “Theta”",A,"fundamentos da computacao - analise de algoritmos - notacao “big o”, “little o”, “omega” e “theta”",False
2011-25,2011,25,"Com relação aos métodos de ordenação, relacione a coluna da esquerda com a coluna da direita.

|(I) Inserção|(A) Encontra o menor elemento e o troca com a primeira posição, depois o segundo menor com a segunda posição e assim sucessivamente (n-1 vezes).|
|-|-|
|(II) Seleção|(B) As comparações e trocas são feitas baseadas em uma distância determinada (por exemplo: distância 4, onde o primeiro seria comparado com o quinto elemento, o segundo com o sexto, e assim sucessivamente), depois a distância é reduzida. Este processo se repete até que a distância seja 1 e as últimas comparações e trocas sejam efetuadas.|
|(III) QuickSort|(C) A partir do segundo elemento, este deve ser colocado na sua posição correspondente (entre os elementos já analisados, como ao se organizarem as cartas de baralho na mão do jogador). Repete-se o procedimento até o último elemento.|
|(IV) ShellSort|(D) Escolhe-se um ponto de referência (pivô) e separam-se os elementos em 2 partes: à esquerda, ficam os elementos menores que o pivô, e à direita, os maiores. Repete-se este processo para os grupos de elementos formados (esquerda e direita) até que todos os elementos estejam ordenados.|
|(V) MergeSort (ou ordenação por fusão)|(E) Divide-se o grupo de elementos ao meio, repete-se a divisão para cada um dos subgrupos, até que cada subgrupo tenha apenas 1 elemento. Nesse ponto, faz-se o reagrupamento dos subgrupos comparando os elementos e trocando, se necessário, para que eles fiquem ordenados. Repete-se este procedimento até restar um só grupo de elementos.|

Assinale a alternativa que contém a associação correta.","['a) I-A, II-D, III-B, IV-C, V-E.', 'b) I-B, II-A, III-C, IV-E, V-D.', 'c) I-B, II-A, III-E, IV-D, V-C.', 'd) I-C, II-A, III-D, IV-B, V-E.', 'e) I-D, II-E, III-B, IV-A, V-C.']",Fundamentos da Computação,Algoritmos e Estrutura de Dados,Algoritmos para Pesquisa e Ordenação,D,fundamentos da computacao - algoritmos e estrutura de dados - algoritmos para pesquisa e ordenacao,False
2011-26,2011,26,"A teoria da computabilidade, em conjunto com a álgebra booleana, garante que é possível construir um processador com um conjunto de instruções unitário que possua capacidade de resolver qualquer problema solúvel. \
Suponha que exista uma organização de computador convencional, dotada de um processador de uma instrução, memória e periféricos de entrada e saída. \
Com relação à instrução única que o processador executa, considere as afirmativas a seguir.

I. Deve obrigatoriamente fazer acesso a um dispositivo de entrada e saída. \
II. Deve obrigatoriamente ler e escrever na memória principal do processador. \
III. Deve obrigatoriamente calcular uma soma de produtos de literais booleanos. \
IV. Deve obrigatoriamente realizar um teste, e sua ação deve ser condicionada ao resultado deste teste. 

Assinale a alternativa correta.","['a) Somente as afirmativas I e II são corretas.', 'b) Somente as afirmativas II e IV são corretas.', 'c) Somente as afirmativas III e IV são corretas.', 'd) Somente as afirmativas I, II e III são corretas.', 'e) Somente as afirmativas I, III e IV são corretas.']",Fundamentos da Computação,Arquitetura e Organização de Computadores,"Organização de Computadores: Memórias, Unidades Centrais de Processamento, Entrada e Saída",B,"fundamentos da computacao - arquitetura e organizacao de computadores - organizacao de computadores: memorias, unidades centrais de processamento, entrada e saida",False
2011-27,2011,27,"As estruturas de dados lineares (fila, pilha e lista) são muito utilizadas para resolver problemas computacionais. Cada uma dessas estruturas pode ser implementada com diferentes características e atendem a diferentes tipos de problemas. \
Sobre as características dessas estruturas de dados, atribua V (verdadeiro) ou F (falso) para as afirmativas a seguir.

( ) Em uma pilha, o último elemento a entrar é o primeiro a sair. \
( ) Em uma fila, o primeiro elemento a entrar é o último a sair. \
( ) Uma lista permite que as inserções possam ser feitas em qualquer lugar (posição), mas as remoções, não. \
( ) Em uma lista circular com encadeamento simples, o primeiro elemento aponta para o segundo e para o último. \
( ) Para remover um elemento de uma lista duplamente encadeada, deve-se alterar o encadeamento dos elementos anterior e próximo ao elemento removido. 

Assinale a alternativa que contém, de cima para baixo, a sequência correta.","['a) V, F, V, F, V.', 'b) V, F, F, V, F.', 'c) V, F, F, F, V.', 'd) F, V, V, F, F.', 'e) F, F, V, V, V.']",Fundamentos da Computação,Algoritmos e Estrutura de Dados,"Estruturas de Dados Lineares e suas Generalizações: Listas Ordenadas, Listas Encadeadas, Pilhas e Filas",C,"fundamentos da computacao - algoritmos e estrutura de dados - estruturas de dados lineares e suas generalizacoes: listas ordenadas, listas encadeadas, pilhas e filas",False
2011-28,2011,28,"Um processador RISC é implementado em duas versões de organização síncrona: uma monociclo, em que cada instrução executa em exatamente um ciclo de relógio, e uma versão pipeline de 5 estágios. Os estágios da versão pipeline são: (1) busca de instrução, (2) busca de operandos, (3) execução da operação, (4) acesso à memória e (5) atualização do banco de registradores. A frequência máxima de operação das organizações foi calculada em 100 MHz para a versão monociclo e 400 MHz para a versão pipeline. Um programa X que executa 200 instruções é usado para comparar o desempenho das organizações. Das 200 instruções, apenas 40% fazem acesso à memória, enquanto as demais operam apenas sobre registradores internos da organização. Assuma que o programa não apresenta nenhum conflito de dados ou de controle entre instruções que podem estar simultaneamente dentro do pipeline da segunda organização.

Assim, o tempo de execução do programa X nas organizações monociclo e pipeline é, respectivamente:","['a) 2.000 nanossegundos e 510 nanossegundos.', 'b) 2.000 nanossegundos e 500 nanossegundos.', 'c) 2.000 nanossegundos e 2.300 nanossegundos.', 'd) 2.300 nanossegundos e 500 nanossegundos.', 'e) 2.300 nanossegundos e 510 nanossegundos.']",Fundamentos da Computação,Arquitetura e Organização de Computadores,Pipeline,A,fundamentos da computacao - arquitetura e organizacao de computadores - pipeline,True
2011-29,2011,29,"Relacione a coluna da esquerda com a coluna da direita.

|(I) Multicore|(A) Múltiplos pipelines que operam em paralelo.|
|-|-|
|(II) Superpipeline|(B) Execução de instruções fora de ordem em um pipeline.|
|(III) Superescalar|(C) Pipelines com grande número de estágios.|
|(IV) Pipeline dinâmico|(D) Múltiplos processadores compartilhando um espaço de endereços.|
|(V) Multiprocessadores|(E) Múltiplos processadores em um único encapsulamento.|

Assinale a alternativa que contém a associação correta.","['a) I-B, II-A, III-C, IV-E, V-D.', 'b) I-C, II-A, III-B, IV-D, V-E.', 'c) I-D, II-E, III-B, IV-A, V-C.', 'd) I-E, II-C, III-A, IV-B, V-D.', 'e) I-E, II-C, III-A, IV-D, V-B.']",Fundamentos da Computação,Arquitetura e Organização de Computadores,Processadores Superescalares e Superpipeline,D,fundamentos da computacao - arquitetura e organizacao de computadores - processadores superescalares e superpipeline,False
2011-30,2011,30,"Um sistema de computador possui um mapa de memória de 4 Gbytes, usando endereçamento a byte e uma memória cache com organização de mapeamento direto. A cache tem capacidade de armazenar até 1.024 palavras de 32 bits provenientes do mapa de memória. Assuma que a cache sempre é escrita de forma atômica com quatro bytes vindos de um endereço de memória alinhado em uma fronteira de palavra de 32 bits, e que ela usa 1 bit de validade por linha de cache. \
Neste caso, as dimensões do rótulo (tag) da cache, do índice e o tamanho da cache são, respectivamente:","['a) 12 bits, 18 bits e 54.272 bits.', 'b) 14 bits, 18 bits e 56.320 bits.', 'c) 20 bits, 10 bits e 54.272 bits.', 'd) 20 bits, 12 bits e 54.272 bits.', 'e) 22 bits, 10 bits e 56.320 bits.']",Fundamentos da Computação,Arquitetura e Organização de Computadores,"Organização de Computadores: Memórias, Unidades Centrais de Processamento, Entrada e Saída",C,"fundamentos da computacao - arquitetura e organizacao de computadores - organizacao de computadores: memorias, unidades centrais de processamento, entrada e saida",True
2011-31,2011,31,"Considerando as duas equações booleanas de um somador completo:
$S = A_i \oplus B_i \oplus C_{in}$ e $C_{out} = (A_i \land B_i) \lor (C_{in} \land (B_i \oplus A_i))$, atribua V (verdadeiro) ou F (falso) para as afirmativas a seguir.

( ) A equação $C_{out}$ = ($B_i$ and $C_{in}$) or $A_i$ and $C_{in}$ or ($A_i$ and $B_i$) é equivalente à equação $C_{out}$ do enunciado da questão.\
( ) O maior atraso de propagação ocorre na equação $S = A_i$ xor $B_i$ xor $C_{in}$.\
( ) O uso destas equações conduz à implementação do mais rápido somador completo, entre os somadores descritos na literatura.\
( ) Somadores completos de $n$ bits (com $n > 1$) podem ser implementados com $n$ circuitos, cada um deles implementando estas mesmas equações.\
( ) Para apenas uma combinação de valores de $A_i, B_i$ e $C_{in}$, obtêm-se $S = 1$ e $C_{out} = 1$.

Assinale a alternativa que contém, de cima para baixo, a sequência correta.","['a) V, V, F, V, F.', 'b) V, F, F, V, V.', 'c) F, V, V, F, V.', 'd) F, V, F, V, F.', 'e) F, F, V, F, V.']",Fundamentos da Computação,Circuitos Digitais,Projeto de Circuitos Combinatórios,B,fundamentos da computacao - circuitos digitais - projeto de circuitos combinatorios,False
